1058	444	101393.00	27.00
1057	446	101399.00	27.00
1056	440	101393.00	27.00
1057	438	101382.00	26.90
1053	439	101397.00	26.90
1050	439	101392.00	26.90
1046	438	101392.00	26.90
1045	442	101391.00	26.80
1046	437	101392.00	26.80
1045	430	101387.00	26.80
1044	427	101388.00	26.80
1044	418	101388.00	26.70
1044	428	101393.00	26.60
1044	428	101389.00	26.60
1037	426	101392.00	26.60
1024	424	101385.00	26.60
1018	424	101395.00	26.60
1010	426	101392.00	26.60
1001	433	101389.00	26.50
991	432	101397.00	26.50
985	436	101389.00	26.50
973	435	101390.00	26.40
961	432	101386.00	26.40
954	435	101394.00	26.40
945	431	101392.00	26.40
940	433	101394.00	26.40
932	431	101392.00	26.40
924	431	101390.00	26.30
919	429	101384.00	26.20
908	427	101384.00	26.10
899	425	101395.00	26.10
877	423	101387.00	26.10
849	422	101384.00	26.10
833	425	101384.00	26.10
825	424	101386.00	26.10
815	423	101380.00	26.10
813	424	101386.00	26.10
811	424	101392.00	26.10
807	424	101389.00	26.10
805	423	101388.00	26.00
798	425	101393.00	26.00
788	422	101388.00	26.00
781	412	101388.00	26.00
772	409	101393.00	26.00
766	413	101388.00	26.00
749	418	101389.00	25.90
739	418	101395.00	25.90
725	419	101383.00	25.90
717	470	101387.00	25.90
704	592	101391.00	25.90
693	591	101382.00	25.80
687	417	101385.00	25.80
677	457	101383.00	25.80
671	601	101388.00	25.80
659	611	101388.00	25.80
645	438	101384.00	25.70
637	584	101385.00	25.70
632	630	101385.00	25.70
621	454	101383.00	25.70
611	640	101385.00	25.70
605	635	101382.00	25.70
599	638	101389.00	25.70
597	640	101380.00	25.70
593	637	101384.00	25.70
588	639	101386.00	25.70
584	643	101381.00	25.70
581	643	101383.00	25.70
580	644	101385.00	25.70
577	644	101381.00	25.70
573	645	101380.00	25.70
572	643	101379.00	25.70
572	643	101384.00	25.70
570	645	101381.00	25.70
568	647	101383.00	25.70
566	645	101384.00	25.70
566	646	101382.00	25.70
566	646	101388.00	25.80
568	645	101386.00	25.80
570	644	101387.00	25.80
572	644	101383.00	25.80
575	644	101380.00	25.80
577	644	101385.00	25.80
584	643	101387.00	25.80
594	429	101392.00	25.80
600	438	101388.00	25.80
604	439	101390.00	25.80
613	438	101389.00	25.80
625	439	101390.00	25.80
634	437	101385.00	25.80
642	438	101383.00	25.80
645	438	101380.00	25.80
648	439	101388.00	25.80
649	440	101386.00	25.80
646	440	101386.00	25.80
641	441	101390.00	25.80
639	439	101389.00	25.70
632	439	101388.00	25.70
623	438	101384.00	25.70
615	438	101385.00	25.70
611	443	101384.00	25.70
604	441	101385.00	25.70
593	440	101384.00	25.70
586	437	101383.00	25.70
577	438	101388.00	25.70
572	441	101387.00	25.70
562	440	101387.00	25.70
551	438	101382.00	25.70
542	443	101385.00	25.70
531	443	101382.00	25.70
525	443	101378.00	25.70
513	439	101385.00	25.70
504	440	101386.00	25.70
496	441	101385.00	25.70
492	442	101388.00	25.70
483	443	101384.00	25.70
473	441	101382.00	25.70
466	439	101384.00	25.70
457	439	101386.00	25.70
452	441	101390.00	25.70
445	439	101390.00	25.70
437	439	101385.00	25.70
431	437	101385.00	25.70
428	440	101390.00	25.70
422	443	101386.00	25.70
416	439	101385.00	25.70
413	440	101385.00	25.70
410	439	101390.00	25.70
407	441	101385.00	25.70
402	438	101387.00	25.70
398	437	101383.00	25.70
396	436	101385.00	25.70
392	435	101379.00	25.70
390	435	101388.00	25.70
386	432	101387.00	25.70
382	430	101388.00	25.70
378	429	101388.00	25.70
377	430	101387.00	25.70
374	431	101382.00	25.70
